level,vineyard_id,row_id,blocks,rows,segments,length_m,canopy_m2,canopy_ha,interrow_m2,interrow_ha,row_structure
row,V54,V54-R03,,,1,30.07,,,,,regular
row,V54,V54-R04,,,1,32.25,,,,,regular
row,V54,V54-R05,,,1,47.27,,,,,disrupted
row,V54,V54-R06,,,1,46.44,,,,,disrupted
row,V54,V54-R07,,,1,47.35,,,,,disrupted
row,V54,V54-R08,,,1,40.5,,,,,disrupted
row,V54,V54-R09,,,1,36.15,,,,,disrupted
row,V54,V54-R10,,,1,41.68,,,,,disrupted
row,V54,V54-R11,,,1,7.44,,,,,regular
row,V55,V55-R01,,,1,33.19,,,,,disrupted
row,V55,V55-R02,,,1,34.24,,,,,disrupted
row,V55,V55-R03,,,1,35.35,,,,,regular
row,V55,V55-R04,,,1,37.51,,,,,disrupted
row,V55,V55-R05,,,1,37.04,,,,,regular
row,V55,V55-R06,,,1,38.21,,,,,disrupted
row,V55,V55-R07,,,1,38.49,,,,,disrupted
row,V55,V55-R08,,,1,35.25,,,,,regular
row,V55,V55-R09,,,1,35.4,,,,,regular
row,V55,V55-R10,,,1,35.78,,,,,regular
row,V55,V55-R11,,,1,35.6,,,,,regular
row,V55,V55-R12,,,1,35.98,,,,,disrupted
row,V55,V55-R13,,,1,35.9,,,,,regular
row,V55,V55-R14,,,1,44.17,,,,,disrupted
row,V55,V55-R15,,,1,45.51,,,,,disrupted
row,V55,V55-R16,,,1,45.84,,,,,disrupted
row,V55,V55-R17,,,1,46.63,,,,,disrupted
row,V55,V55-R18,,,1,47.22,,,,,disrupted
row,V55,V55-R19,,,1,39.35,,,,,regular
row,V55,V55-R20,,,1,39.05,,,,,regular
row,V55,V55-R21,,,1,38.17,,,,,regular
row,V55,V55-R22,,,1,37.15,,,,,regular
row,V55,V55-R23,,,1,37.4,,,,,regular
row,V55,V55-R24,,,1,6.1,,,,,regular
row,V55,V55-R25,,,1,14.47,,,,,disrupted
row,V55,V55-R26,,,1,16.65,,,,,disrupted
row,V55,V55-R27,,,1,19.39,,,,,regular
row,V55,V55-R28,,,1,21.77,,,,,regular
row,V55,V55-R29,,,1,24.37,,,,,regular
row,V56,V56-R01,,,1,43.01,,,,,disrupted
row,V56,V56-R02,,,1,15.35,,,,,regular
row,V56,V56-R03,,,1,32.57,,,,,disrupted
row,V56,V56-R04,,,1,13.2,,,,,regular
row,V56,V56-R05,,,1,38.49,,,,,regular
row,V56,V56-R06,,,1,6.2,,,,,regular
row,V56,V56-R07,,,1,3.58,,,,,regular
row,V56,V56-R08,,,1,4.77,,,,,regular
row,V56,V56-R09,,,1,5.87,,,,,regular
row,V57,V57-R01,,,1,21.18,,,,,disrupted
row,V57,V57-R02,,,1,33.08,,,,,regular
row,V57,V57-R03,,,1,58.47,,,,,regular
row,V57,V57-R04,,,1,25.39,,,,,regular
row,V57,V57-R05,,,1,58.52,,,,,regular
row,V57,V57-R06,,,1,17.2,,,,,regular
row,V57,V57-R07,,,1,58.49,,,,,regular
row,V57,V57-R08,,,1,9.99,,,,,regular
row,V57,V57-R09,,,1,58.49,,,,,regular
row,V57,V57-R10,,,1,3.88,,,,,regular
row,V57,V57-R11,,,1,52.96,,,,,disrupted
row,V57,V57-R12,,,1,17.88,,,,,regular
row,V57,V57-R13,,,1,52.95,,,,,disrupted
row,V57,V57-R14,,,1,7.82,,,,,regular
row,V57,V57-R15,,,1,52.98,,,,,disrupted
row,V57,V57-R16,,,1,5.98,,,,,regular
row,V57,V57-R17,,,1,53.0,,,,,disrupted
row,V57,V57-R18,,,1,53.0,,,,,disrupted
row,V57,V57-R19,,,1,52.97,,,,,disrupted
row,V57,V57-R20,,,1,21.05,,,,,disrupted
row,V57,V57-R21,,,1,52.98,,,,,disrupted
row,V57,V57-R22,,,1,52.97,,,,,disrupted
row,V57,V57-R23,,,1,10.04,,,,,regular
row,V57,V57-R24,,,1,52.98,,,,,disrupted
row,V57,V57-R25,,,1,5.09,,,,,regular
row,V57,V57-R26,,,1,13.7,,,,,regular
row,V57,V57-R27,,,1,53.0,,,,,disrupted
row,V57,V57-R28,,,1,3.3,,,,,regular
row,V57,V57-R29,,,1,52.95,,,,,disrupted
row,V57,V57-R30,,,1,12.76,,,,,regular
row,V57,V57-R31,,,1,21.01,,,,,regular
row,V57,V57-R32,,,1,28.28,,,,,disrupted
row,V57,V57-R33,,,1,14.93,,,,,regular
row,V57,V57-R34,,,1,38.33,,,,,disrupted
row,V57,V57-R35,,,1,39.21,,,,,regular
row,V57,V57-R36,,,1,42.42,,,,,regular
row,V57,V57-R37,,,1,47.35,,,,,regular
row,V57,V57-R38,,,1,51.55,,,,,disrupted
row,V57,V57-R39,,,1,41.27,,,,,disrupted
row,V57,V57-R40,,,1,31.09,,,,,disrupted
row,V57,V57-R41,,,1,51.55,,,,,disrupted
row,V57,V57-R42,,,1,51.55,,,,,regular
row,V57,V57-R43,,,1,51.55,,,,,disrupted
row,V57,V57-R44,,,1,51.55,,,,,disrupted
row,V57,V57-R45,,,1,47.42,,,,,regular
row,V57,V57-R46,,,1,51.53,,,,,disrupted
row,V57,V57-R47,,,1,51.55,,,,,disrupted
row,V57,V57-R48,,,1,52.12,,,,,disrupted
row,V57,V57-R49,,,1,51.55,,,,,regular
row,V57,V57-R50,,,1,51.55,,,,,disrupted
row,V57,V57-R51,,,1,52.1,,,,,disrupted
row,V57,V57-R52,,,1,51.54,,,,,disrupted
row,V57,V57-R53,,,1,51.54,,,,,disrupted
row,V57,V57-R54,,,1,52.1,,,,,disrupted
row,V57,V57-R55,,,1,51.55,,,,,disrupted
row,V57,V57-R56,,,1,52.09,,,,,disrupted
row,V57,V57-R57,,,1,51.55,,,,,disrupted
row,V57,V57-R58,,,1,51.54,,,,,disrupted
row,V57,V57-R59,,,1,52.1,,,,,regular
row,V57,V57-R60,,,1,51.55,,,,,disrupted
row,V57,V57-R61,,,1,51.55,,,,,disrupted
row,V57,V57-R62,,,1,52.1,,,,,disrupted
row,V57,V57-R63,,,1,51.54,,,,,disrupted
row,V57,V57-R64,,,1,52.11,,,,,disrupted
row,V57,V57-R65,,,1,52.1,,,,,disrupted
row,V57,V57-R66,,,1,52.07,,,,,disrupted
row,V57,V57-R67,,,1,52.07,,,,,regular
row,V57,V57-R68,,,1,52.1,,,,,disrupted
row,V57,V57-R69,,,1,28.08,,,,,disrupted
row,V57,V57-R70,,,1,52.12,,,,,disrupted
row,V57,V57-R71,,,1,52.1,,,,,disrupted
row,V57,V57-R72,,,1,52.11,,,,,disrupted
row,V57,V57-R73,,,1,51.37,,,,,disrupted
row,V57,V57-R74,,,1,11.3,,,,,regular
row,V57,V57-R75,,,1,52.07,,,,,disrupted
row,V57,V57-R76,,,1,51.37,,,,,disrupted
row,V57,V57-R77,,,1,51.88,,,,,disrupted
row,V57,V57-R78,,,1,51.37,,,,,disrupted
row,V57,V57-R79,,,1,51.37,,,,,disrupted
row,V57,V57-R80,,,1,51.38,,,,,disrupted
row,V57,V57-R81,,,1,37.06,,,,,disrupted
row,V57,V57-R82,,,1,51.37,,,,,disrupted
row,V57,V57-R83,,,1,51.37,,,,,disrupted
row,V57,V57-R84,,,1,51.36,,,,,disrupted
row,V57,V57-R85,,,1,23.19,,,,,disrupted
row,V57,V57-R86,,,1,51.38,,,,,disrupted
row,V57,V57-R87,,,1,23.11,,,,,disrupted
row,V57,V57-R88,,,1,51.37,,,,,disrupted
row,V57,V57-R89,,,1,51.37,,,,,disrupted
row,V57,V57-R90,,,1,7.69,,,,,regular
row,V57,V57-R91,,,1,52.67,,,,,disrupted
row,V57,V57-R92,,,1,52.69,,,,,disrupted
row,V57,V57-R93,,,1,52.68,,,,,disrupted
row,V58,V58-R01,,,1,2.73,,,,,regular
row,V58,V58-R02,,,1,12.57,,,,,regular
row,V58,V58-R03,,,1,17.17,,,,,regular
row,V58,V58-R04,,,1,22.42,,,,,regular
row,V58,V58-R05,,,1,27.47,,,,,regular
row,V58,V58-R06,,,1,32.1,,,,,regular
row,V58,V58-R07,,,1,35.22,,,,,regular
row,V58,V58-R08,,,1,38.51,,,,,regular
row,V58,V58-R09,,,1,42.03,,,,,regular
row,V58,V58-R10,,,1,40.11,,,,,regular
row,V58,V58-R11,,,1,46.98,,,,,regular
row,V58,V58-R12,,,1,48.86,,,,,regular
row,V59,V59-R01,,,1,56.42,,,,,disrupted
row,V59,V59-R02,,,1,45.07,,,,,disrupted
row,V59,V59-R03,,,1,40.94,,,,,disrupted
row,V59,V59-R04,,,1,37.93,,,,,disrupted
row,V59,V59-R05,,,1,29.62,,,,,disrupted
row,V59,V59-R06,,,1,51.82,,,,,disrupted
row,V59,V59-R07,,,1,51.8,,,,,disrupted
row,V60,V60-R01,,,1,6.0,,,,,regular
row,V60,V60-R02,,,1,20.92,,,,,disrupted
row,V60,V60-R03,,,1,24.05,,,,,disrupted
row,V60,V60-R04,,,1,28.82,,,,,disrupted
row,V60,V60-R05,,,1,35.07,,,,,disrupted
row,V60,V60-R06,,,1,36.1,,,,,disrupted
row,V60,V60-R07,,,1,8.05,,,,,regular
row,V60,V60-R08,,,1,37.1,,,,,disrupted
row,V60,V60-R09,,,1,8.4,,,,,regular
row,V60,V60-R10,,,1,3.7,,,,,regular
row,V60,V60-R11,,,1,10.47,,,,,disrupted
row,V60,V60-R12,,,1,36.1,,,,,disrupted
row,V60,V60-R13,,,1,35.65,,,,,disrupted
row,V60,V60-R14,,,1,23.94,,,,,disrupted
row,V60,V60-R15,,,1,34.9,,,,,disrupted
row,V60,V60-R16,,,1,18.96,,,,,disrupted
row,V60,V60-R17,,,1,14.0,,,,,disrupted
row,V60,V60-R18,,,1,36.6,,,,,disrupted
row,V60,V60-R19,,,1,8.8,,,,,regular
row,V60,V60-R20,,,1,4.89,,,,,regular
row,V60,V60-R21,,,1,16.04,,,,,regular
row,V60,V60-R22,,,1,8.83,,,,,regular
row,V60,V60-R23,,,1,34.75,,,,,disrupted
row,V60,V60-R24,,,1,13.1,,,,,regular
row,V60,V60-R25,,,1,9.36,,,,,regular
row,V60,V60-R26,,,1,33.23,,,,,disrupted
row,V60,V60-R27,,,1,32.65,,,,,disrupted
row,V60,V60-R28,,,1,18.29,,,,,regular
row,V60,V60-R29,,,1,31.75,,,,,disrupted
row,V60,V60-R30,,,1,31.65,,,,,disrupted
row,V60,V60-R31,,,1,31.27,,,,,disrupted
row,V60,V60-R32,,,1,29.39,,,,,regular
row,V60,V60-R33,,,1,37.82,,,,,disrupted
row,V60,V60-R34,,,1,28.73,,,,,disrupted
row,V60,V60-R35,,,1,29.4,,,,,disrupted
row,V60,V60-R36,,,1,53.0,,,,,disrupted
row,V60,V60-R37,,,1,53.0,,,,,disrupted
row,V60,V60-R38,,,1,27.45,,,,,disrupted
row,V61,V61-R01,,,1,23.2,,,,,regular
row,V61,V61-R02,,,2,78.09,,,,,regular
row,V61,V61-R03,,,2,73.85,,,,,regular
row,V61,V61-R04,,,2,70.58,,,,,regular
row,V61,V61-R05,,,2,66.81,,,,,regular
row,V61,V61-R06,,,2,66.51,,,,,regular
row,V61,V61-R07,,,2,66.66,,,,,regular
row,V61,V61-R08,,,2,66.29,,,,,regular
row,V61,V61-R09,,,2,65.79,,,,,regular
row,V61,V61-R10,,,1,33.99,,,,,regular
row,V62,V62-R01,,,1,15.18,,,,,regular
row,V62,V62-R02,,,1,23.02,,,,,disrupted
row,V62,V62-R03,,,1,27.9,,,,,disrupted
row,V62,V62-R04,,,1,30.9,,,,,disrupted
row,V62,V62-R05,,,1,35.13,,,,,disrupted
row,V62,V62-R06,,,1,14.18,,,,,regular
row,V62,V62-R07,,,1,16.43,,,,,regular
row,V62,V62-R08,,,1,42.7,,,,,disrupted
row,V62,V62-R09,,,1,45.6,,,,,disrupted
row,V62,V62-R10,,,1,51.36,,,,,disrupted
row,V62,V62-R11,,,1,51.37,,,,,disrupted
row,V62,V62-R12,,,1,51.39,,,,,disrupted
row,V62,V62-R13,,,1,51.37,,,,,disrupted
row,V62,V62-R14,,,1,51.39,,,,,disrupted
row,V62,V62-R15,,,1,51.39,,,,,disrupted
row,V62,V62-R16,,,1,51.37,,,,,disrupted
row,V62,V62-R17,,,1,51.37,,,,,disrupted
row,V62,V62-R18,,,1,51.37,,,,,disrupted
row,V62,V62-R19,,,1,27.85,,,,,regular
row,V62,V62-R20,,,1,51.37,,,,,disrupted
row,V62,V62-R21,,,1,51.37,,,,,disrupted
row,V62,V62-R22,,,1,51.37,,,,,disrupted
row,V62,V62-R23,,,1,14.67,,,,,regular
row,V62,V62-R24,,,1,51.35,,,,,disrupted
row,V62,V62-R25,,,1,7.84,,,,,regular
row,V62,V62-R26,,,1,15.05,,,,,regular
row,V62,V62-R27,,,1,21.38,,,,,disrupted
row,V62,V62-R28,,,1,18.43,,,,,regular
row,V62,V62-R29,,,1,13.7,,,,,regular
row,V62,V62-R30,,,1,17.07,,,,,regular
row,V62,V62-R31,,,1,18.77,,,,,regular
row,V62,V62-R32,,,1,19.75,,,,,regular
row,V62,V62-R33,,,1,51.8,,,,,regular
row,V62,V62-R34,,,1,51.82,,,,,regular
row,V62,V62-R35,,,1,51.8,,,,,regular
row,V62,V62-R36,,,1,51.8,,,,,regular
row,V62,V62-R37,,,1,51.83,,,,,regular
row,V62,V62-R38,,,1,14.95,,,,,regular
row,V62,V62-R39,,,1,18.98,,,,,disrupted
row,V62,V62-R40,,,1,19.22,,,,,disrupted
row,V62,V62-R41,,,1,25.59,,,,,disrupted
row,V62,V62-R42,,,1,28.38,,,,,disrupted
row,V62,V62-R43,,,1,19.52,,,,,regular
row,V62,V62-R44,,,2,52.72,,,,,disrupted|regular
row,V62,V62-R45,,,1,51.35,,,,,disrupted
row,V62,V62-R46,,,1,51.35,,,,,disrupted
row,V62,V62-R47,,,1,43.02,,,,,disrupted
row,V62,V62-R48,,,1,42.02,,,,,disrupted
row,V62,V62-R49,,,1,51.35,,,,,disrupted
row,V62,V62-R50,,,1,45.12,,,,,disrupted
row,V62,V62-R51,,,1,51.35,,,,,disrupted
row,V62,V62-R52,,,1,35.34,,,,,regular
row,V62,V62-R53,,,1,51.3,,,,,disrupted
row,V62,V62-R54,,,1,51.3,,,,,disrupted
row,V62,V62-R55,,,1,51.37,,,,,disrupted
row,V62,V62-R56,,,1,51.32,,,,,disrupted
row,V62,V62-R57,,,1,51.27,,,,,disrupted
row,V62,V62-R58,,,1,51.37,,,,,disrupted
row,V62,V62-R59,,,1,51.3,,,,,disrupted
row,V62,V62-R60,,,1,51.34,,,,,disrupted
row,V62,V62-R61,,,1,51.3,,,,,disrupted
row,V62,V62-R62,,,1,51.37,,,,,disrupted
row,V62,V62-R63,,,1,51.3,,,,,disrupted
row,V62,V62-R64,,,1,51.35,,,,,disrupted
row,V62,V62-R65,,,1,51.29,,,,,disrupted
row,V62,V62-R66,,,1,51.35,,,,,disrupted
row,V62,V62-R67,,,1,51.27,,,,,disrupted
row,V62,V62-R68,,,1,23.25,,,,,regular
row,V62,V62-R69,,,1,5.37,,,,,regular
row,V62,V62-R70,,,1,3.39,,,,,regular
row,V62,V62-R71,,,1,37.88,,,,,disrupted
row,V62,V62-R72,,,1,56.07,,,,,disrupted
row,V62,V62-R73,,,1,61.33,,,,,disrupted
row,V62,V62-R74,,,1,37.52,,,,,disrupted
row,V62,V62-R75,,,1,62.18,,,,,disrupted
row,V62,V62-R76,,,1,66.73,,,,,disrupted
row,V62,V62-R77,,,2,79.29,,,,,disrupted|regular
row,V62,V62-R78,,,2,79.81,,,,,regular
row,V62,V62-R79,,,2,80.39,,,,,disrupted|regular
row,V62,V62-R80,,,2,80.06,,,,,disrupted
row,V62,V62-R81,,,2,69.22,,,,,disrupted|regular
row,V62,V62-R82,,,1,54.4,,,,,disrupted
row,V62,V62-R83,,,1,64.7,,,,,disrupted
row,V62,V62-R84,,,1,42.1,,,,,disrupted
row,V62,V62-R85,,,1,48.13,,,,,regular
row,V62,V62-R86,,,1,53.77,,,,,regular
row,V62,V62-R87,,,1,59.65,,,,,disrupted
row,V62,V62-R88,,,1,65.13,,,,,regular
row,V62,V62-R89,,,1,68.0,,,,,disrupted
row,V62,V62-R90,,,1,63.73,,,,,disrupted
row,V62,V62-R91,,,1,59.17,,,,,regular
row,V62,V62-R92,,,1,58.98,,,,,regular
row,V62,V62-R93,,,1,54.42,,,,,regular
row,V62,V62-R94,,,1,24.75,,,,,regular
row,V63,V63-R001,,,1,52.17,,,,,regular
row,V63,V63-R002,,,1,52.14,,,,,disrupted
row,V63,V63-R003,,,1,52.13,,,,,disrupted
row,V63,V63-R004,,,1,52.13,,,,,disrupted
row,V63,V63-R005,,,1,52.14,,,,,disrupted
row,V63,V63-R006,,,1,52.12,,,,,disrupted
row,V63,V63-R007,,,1,52.14,,,,,disrupted
row,V63,V63-R008,,,1,52.13,,,,,disrupted
row,V63,V63-R009,,,1,52.13,,,,,disrupted
row,V63,V63-R010,,,1,52.13,,,,,disrupted
row,V63,V63-R011,,,1,4.09,,,,,regular
row,V63,V63-R012,,,1,52.15,,,,,disrupted
row,V63,V63-R013,,,1,52.14,,,,,regular
row,V63,V63-R014,,,1,52.14,,,,,regular
row,V63,V63-R015,,,1,14.57,,,,,regular
row,V63,V63-R016,,,1,52.13,,,,,regular
row,V63,V63-R017,,,1,19.58,,,,,regular
row,V63,V63-R018,,,1,46.53,,,,,regular
row,V63,V63-R019,,,1,25.5,,,,,disrupted
row,V63,V63-R020,,,1,40.28,,,,,regular
row,V63,V63-R021,,,1,31.02,,,,,disrupted
row,V63,V63-R022,,,1,30.77,,,,,regular
row,V63,V63-R023,,,1,36.94,,,,,regular
row,V63,V63-R024,,,1,19.97,,,,,regular
row,V63,V63-R025,,,1,12.3,,,,,regular
row,V63,V63-R026,,,1,56.75,,,,,disrupted
row,V63,V63-R027,,,2,64.67,,,,,regular
row,V63,V63-R028,,,1,10.49,,,,,regular
row,V63,V63-R029,,,1,16.28,,,,,regular
row,V63,V63-R030,,,2,73.27,,,,,regular
row,V63,V63-R031,,,1,27.55,,,,,regular
row,V63,V63-R032,,,1,52.05,,,,,regular
row,V63,V63-R033,,,1,46.83,,,,,regular
row,V63,V63-R034,,,2,78.36,,,,,disrupted|regular
row,V63,V63-R035,,,2,79.42,,,,,disrupted|regular
row,V63,V63-R036,,,2,78.48,,,,,disrupted|regular
row,V63,V63-R037,,,1,50.81,,,,,regular
row,V63,V63-R038,,,2,79.05,,,,,regular
row,V63,V63-R039,,,2,72.91,,,,,regular
row,V63,V63-R040,,,1,57.65,,,,,regular
row,V63,V63-R041,,,2,63.1,,,,,disrupted|regular
row,V63,V63-R042,,,1,21.91,,,,,regular
row,V63,V63-R043,,,1,34.82,,,,,regular
row,V63,V63-R044,,,1,37.68,,,,,regular
row,V63,V63-R045,,,1,11.92,,,,,disrupted
row,V63,V63-R046,,,2,64.57,,,,,disrupted|regular
row,V63,V63-R047,,,1,2.09,,,,,regular
row,V63,V63-R048,,,1,64.25,,,,,regular
row,V63,V63-R049,,,2,66.34,,,,,regular
row,V63,V63-R050,,,2,66.67,,,,,regular
row,V63,V63-R051,,,2,65.88,,,,,disrupted|regular
row,V63,V63-R052,,,1,22.02,,,,,disrupted
row,V63,V63-R053,,,1,41.55,,,,,disrupted
row,V63,V63-R054,,,1,26.73,,,,,disrupted
row,V63,V63-R055,,,2,67.27,,,,,disrupted
row,V63,V63-R056,,,1,31.1,,,,,disrupted
row,V63,V63-R057,,,1,38.45,,,,,disrupted
row,V63,V63-R058,,,2,66.57,,,,,disrupted|regular
row,V63,V63-R059,,,1,20.45,,,,,regular
row,V63,V63-R060,,,1,15.7,,,,,regular
row,V63,V63-R061,,,1,49.51,,,,,disrupted
row,V63,V63-R062,,,1,52.69,,,,,disrupted
row,V63,V63-R063,,,1,10.2,,,,,regular
row,V63,V63-R064,,,1,59.28,,,,,disrupted
row,V63,V63-R065,,,1,4.48,,,,,regular
row,V63,V63-R066,,,1,64.54,,,,,disrupted
row,V63,V63-R067,,,2,67.97,,,,,disrupted|regular
row,V63,V63-R068,,,1,6.51,,,,,regular
row,V63,V63-R069,,,1,66.15,,,,,disrupted
row,V63,V63-R070,,,2,77.72,,,,,disrupted|regular
row,V63,V63-R071,,,1,64.98,,,,,regular
row,V63,V63-R072,,,1,60.12,,,,,regular
row,V63,V63-R073,,,1,22.86,,,,,regular
row,V63,V63-R074,,,1,27.54,,,,,disrupted
row,V63,V63-R075,,,1,46.05,,,,,disrupted
row,V63,V63-R076,,,1,48.92,,,,,disrupted
row,V63,V63-R077,,,1,45.37,,,,,disrupted
row,V63,V63-R078,,,1,38.43,,,,,disrupted
row,V63,V63-R079,,,1,40.81,,,,,disrupted
row,V63,V63-R080,,,1,43.42,,,,,disrupted
row,V63,V63-R081,,,2,81.18,,,,,disrupted
row,V63,V63-R082,,,2,83.95,,,,,disrupted
row,V63,V63-R083,,,1,24.35,,,,,disrupted
row,V63,V63-R084,,,2,81.23,,,,,disrupted
row,V63,V63-R085,,,2,80.31,,,,,disrupted
row,V63,V63-R086,,,2,74.85,,,,,regular
row,V63,V63-R087,,,2,69.92,,,,,regular
row,V63,V63-R088,,,1,2.05,,,,,regular
row,V63,V63-R089,,,1,6.23,,,,,regular
row,V63,V63-R090,,,1,16.72,,,,,regular
row,V63,V63-R091,,,1,53.92,,,,,regular
row,V63,V63-R092,,,1,12.15,,,,,regular
row,V63,V63-R093,,,1,49.17,,,,,regular
row,V63,V63-R094,,,1,17.78,,,,,regular
row,V63,V63-R095,,,1,31.72,,,,,regular
row,V63,V63-R096,,,1,43.9,,,,,regular
row,V63,V63-R097,,,1,39.08,,,,,regular
row,V63,V63-R098,,,1,52.71,,,,,regular
row,V63,V63-R099,,,1,46.3,,,,,regular
row,V63,V63-R100,,,1,52.7,,,,,regular
row,V63,V63-R101,,,1,33.2,,,,,regular
row,V63,V63-R102,,,1,33.45,,,,,regular
row,V63,V63-R103,,,1,27.5,,,,,regular
row,V63,V63-R104,,,1,38.64,,,,,regular
row,V63,V63-R105,,,1,21.37,,,,,regular
row,V63,V63-R106,,,1,46.13,,,,,disrupted
row,V63,V63-R107,,,1,51.08,,,,,disrupted
row,V63,V63-R108,,,1,56.57,,,,,disrupted
row,V63,V63-R109,,,2,65.36,,,,,disrupted|regular
row,V63,V63-R110,,,1,64.9,,,,,disrupted
row,V63,V63-R111,,,2,72.41,,,,,disrupted|regular
row,V63,V63-R112,,,1,64.85,,,,,disrupted
row,V63,V63-R113,,,1,11.73,,,,,regular
row,V63,V63-R114,,,2,82.51,,,,,regular
row,V63,V63-R115,,,1,23.26,,,,,regular
row,V63,V63-R116,,,1,47.25,,,,,regular
row,V63,V63-R117,,,1,42.4,,,,,regular
row,V63,V63-R118,,,1,36.57,,,,,regular
row,V63,V63-R119,,,1,31.0,,,,,regular
row,V63,V63-R120,,,1,24.67,,,,,disrupted
row,V63,V63-R121,,,1,20.28,,,,,disrupted
row,V63,V63-R122,,,2,74.85,,,,,regular
row,V63,V63-R123,,,2,68.78,,,,,regular
row,V63,V63-R124,,,1,63.2,,,,,regular
row,V63,V63-R125,,,1,59.08,,,,,disrupted
row,V63,V63-R126,,,1,52.48,,,,,regular
row,V63,V63-R127,,,1,19.47,,,,,disrupted
row,V63,V63-R128,,,1,51.37,,,,,disrupted
row,V63,V63-R129,,,1,51.39,,,,,disrupted
row,V63,V63-R130,,,1,46.08,,,,,regular
row,V63,V63-R131,,,1,51.37,,,,,disrupted
row,V63,V63-R132,,,1,31.81,,,,,disrupted
row,V63,V63-R133,,,1,51.35,,,,,disrupted
row,V63,V63-R134,,,1,39.72,,,,,regular
row,V63,V63-R135,,,1,51.37,,,,,disrupted
row,V63,V63-R136,,,1,51.35,,,,,disrupted
row,V63,V63-R137,,,1,33.45,,,,,regular
row,V63,V63-R138,,,1,51.37,,,,,disrupted
row,V63,V63-R139,,,1,51.37,,,,,disrupted
row,V63,V63-R140,,,1,48.06,,,,,disrupted
row,V63,V63-R141,,,1,22.43,,,,,regular
row,V63,V63-R142,,,1,52.5,,,,,disrupted
row,V63,V63-R143,,,1,52.52,,,,,disrupted
row,V63,V63-R144,,,1,52.52,,,,,disrupted
row,V63,V63-R145,,,1,25.67,,,,,regular
row,V63,V63-R146,,,1,4.07,,,,,regular
row,V63,V63-R147,,,1,52.51,,,,,disrupted
row,V63,V63-R148,,,1,3.79,,,,,regular
row,V63,V63-R149,,,1,52.52,,,,,disrupted
row,V63,V63-R150,,,1,9.7,,,,,regular
row,V63,V63-R151,,,1,52.49,,,,,disrupted
row,V63,V63-R152,,,1,52.48,,,,,disrupted
row,V63,V63-R153,,,1,52.48,,,,,disrupted
row,V63,V63-R154,,,1,12.94,,,,,regular
row,V63,V63-R155,,,1,52.47,,,,,disrupted
row,V63,V63-R156,,,1,52.47,,,,,disrupted
row,V63,V63-R157,,,1,52.48,,,,,disrupted
row,V63,V63-R158,,,1,29.75,,,,,disrupted
row,V63,V63-R159,,,1,45.35,,,,,disrupted
row,V63,V63-R160,,,1,47.4,,,,,disrupted
row,V63,V63-R161,,,1,51.55,,,,,disrupted
row,V63,V63-R162,,,1,29.05,,,,,regular
row,V63,V63-R163,,,1,51.54,,,,,disrupted
row,V63,V63-R164,,,1,51.55,,,,,regular
row,V63,V63-R165,,,1,13.63,,,,,disrupted
row,V63,V63-R166,,,1,51.55,,,,,regular
row,V63,V63-R167,,,1,51.55,,,,,regular
row,V63,V63-R168,,,1,51.55,,,,,disrupted
row,V63,V63-R169,,,1,51.53,,,,,disrupted
row,V63,V63-R170,,,1,4.31,,,,,regular
row,V63,V63-R171,,,1,51.53,,,,,disrupted
row,V63,V63-R172,,,1,8.99,,,,,regular
row,V63,V63-R173,,,1,51.52,,,,,disrupted
row,V63,V63-R174,,,1,51.53,,,,,disrupted
row,V63,V63-R175,,,1,13.05,,,,,disrupted
row,V63,V63-R176,,,1,51.55,,,,,disrupted
row,V63,V63-R177,,,1,17.48,,,,,regular
row,V63,V63-R178,,,1,51.54,,,,,regular
row,V63,V63-R179,,,1,21.35,,,,,disrupted
row,V63,V63-R180,,,1,26.07,,,,,disrupted
row,V63,V63-R181,,,1,31.31,,,,,regular
row,V63,V63-R182,,,1,37.66,,,,,disrupted
row,V63,V63-R183,,,1,41.32,,,,,regular
row,V63,V63-R184,,,1,44.81,,,,,disrupted
row,V63,V63-R185,,,1,48.22,,,,,disrupted
row,V63,V63-R186,,,1,51.89,,,,,disrupted
row,V63,V63-R187,,,1,55.75,,,,,disrupted
row,V63,V63-R188,,,1,59.95,,,,,disrupted
row,V63,V63-R189,,,1,64.65,,,,,regular
row,V63,V63-R190,,,1,68.4,,,,,disrupted
row,V63,V63-R191,,,1,68.49,,,,,regular
row,V63,V63-R192,,,1,67.5,,,,,regular
row,V63,V63-R193,,,1,63.63,,,,,regular
row,V63,V63-R194,,,1,60.23,,,,,regular
row,V63,V63-R195,,,1,57.5,,,,,regular
row,V63,V63-R196,,,1,53.2,,,,,regular
row,V63,V63-R197,,,1,48.77,,,,,regular
row,V63,V63-R198,,,1,41.55,,,,,regular
row,V63,V63-R199,,,1,36.63,,,,,regular
row,V63,V63-R200,,,1,46.29,,,,,disrupted
row,V63,V63-R201,,,1,33.78,,,,,regular
row,V63,V63-R202,,,1,49.05,,,,,disrupted
row,V63,V63-R203,,,1,28.75,,,,,regular
row,V63,V63-R204,,,1,51.81,,,,,disrupted
row,V63,V63-R205,,,1,51.8,,,,,regular
row,V63,V63-R206,,,1,33.62,,,,,regular
row,V63,V63-R207,,,1,21.9,,,,,regular
row,V63,V63-R208,,,1,15.98,,,,,regular
row,V63,V63-R209,,,1,11.11,,,,,regular
row,V63,V63-R210,,,1,54.8,,,,,regular
row,V63,V63-R211,,,1,7.47,,,,,regular
